Codigo_Accidente;Formulario;Fecha_Acc;AA_Acc;Codigo_Vehiculo;Clase;Servicio;Modalidad;Vehiculo_Viajaba_Clasificado;Tipo_SITP;Con_Bicicleta;Con_Carga;Con_Embriaguez;Con_Huecos;Con_Menores;Con_Moto;Con_Peaton;Con_Persona_Mayor;Con_Rutas;Con_Tpi;Con_Tpp;Con_Velocidad;Con_Sitp;Con_Troncal;Con_Alimentador;Con_Zonal;Con_Provisional;Con_Articulado;Con_Biarticulado;Con_Padron_Dual
10591150;A001569219;13/05/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;SI;;;;;;;;;;;;;;;;;;
10591151;A001570110;13/05/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;;;SI;;SI;;;;;;;;;;
10591151;A001570110;13/05/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;;;SI;;SI;;;;;;;;;;
10591151;A001570110;13/05/2023;2023;3;Automovil;Particular;;LIVIANO;;;;;;;;;SI;;SI;;;;;;;;;;
10591151;A001570110;13/05/2023;2023;4;Automovil;Particular;;LIVIANO;;;;;;;;;SI;;SI;;;;;;;;;;
10591152;A001570675;13/05/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;;;SI;;;;;;;;;;;;
10591152;A001570675;13/05/2023;2023;2;Camioneta;Particular;;LIVIANO;;;;;;;;;SI;;;;;;;;;;;;
10591153;A001570174;13/05/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;;SI;;;;;;;;;;;;;;
10591153;A001570174;13/05/2023;2023;2;Camion, Furgon;Publico;;CARGA;;;SI;;;;SI;;;;;;;;;;;;;;
10591154;A001570301;15/05/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591154;A001570301;15/05/2023;2023;2;Automovil;Sin información;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10591155;A001570505;14/05/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591155;A001570505;14/05/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591156;A001570397;14/05/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;SI;SI;;;;;;;;;;;;
10591157;A001570747;14/05/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10591158;A001570610;13/05/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10591158;A001570610;13/05/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591159;A001570768;15/05/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10591159;A001570768;15/05/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591160;A001570244;13/05/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10591160;A001570244;13/05/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591161;A001567720;13/05/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;SI;;;SI;;;;;;;;;;;;;;
10591161;A001567720;13/05/2023;2023;2;Automovil;Particular;;LIVIANO;;;;SI;;;SI;;;;;;;;;;;;;;
10591161;A001567720;13/05/2023;2023;3;Motocicleta;Particular;;MOTOCICLETA;;;;SI;;;SI;;;;;;;;;;;;;;
10591161;A001567720;13/05/2023;2023;4;Motocicleta;Particular;;MOTOCICLETA;;;;SI;;;SI;;;;;;;;;;;;;;
10591162;A001570674;13/05/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;;;;;;;;;;;
10591163;A001570735;14/05/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10591163;A001570735;14/05/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10591164;A001570406;14/05/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10591165;A001570555;14/05/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;SI;SI;;;;;;;;;;;;;;
10591165;A001570555;14/05/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;SI;SI;;;;;;;;;;;;;;
10591166;A001569739;14/05/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;SI;;SI;;;SI;;;;;;;;;;
10591167;A001570743;15/05/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;SI;;SI;;;;;SI;;SI;;;SI;;;;
10591167;A001570743;15/05/2023;2023;2;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;SI;;SI;;;;;SI;;SI;;;SI;;;;
10591168;A001570796;15/05/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10591168;A001570796;15/05/2023;2023;2;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10591169;A001570327;15/05/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10591170;A001570687;16/05/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591171;A001570826;16/05/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591171;A001570826;16/05/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591172;A001568789;05/05/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10591172;A001568789;05/05/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591173;A001570868;16/05/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10591173;A001570868;16/05/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10591174;A001570777;15/05/2023;2023;1;Camion, Furgon;Particular;;CARGA;;;SI;;;;;;;;;;;;;;;;;;
10591175;A001570752;15/05/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10591175;A001570752;15/05/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10591176;A001570639;15/05/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10591177;A001570618;16/05/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;SI;;;SI;;;;SI;;;;;;;;;;
10591177;A001570618;16/05/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;SI;;;SI;;;;SI;;;;;;;;;;
10591178;A001569783;15/05/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591178;A001569783;15/05/2023;2023;2;Automovil;Sin información;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10591179;A001570672;13/05/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10591179;A001570672;13/05/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591180;A001574155;13/05/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10591180;A001574155;13/05/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591180;A001574155;13/05/2023;2023;3;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591181;A001569120;13/05/2023;2023;1;Automovil;Particular;;LIVIANO;;SI;;;;SI;;;;;;;;;;;;;;;
10591181;A001569120;13/05/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;SI;;;;;;;;;;;;;;;
10591182;A001570275;12/05/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;SI;SI;;;;;SI;;SI;;;SI;;;;
10591182;A001570275;12/05/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;;SI;;SI;;;SI;;;;
10591183;A001570716;12/05/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591184;A001571916;15/05/2023;2023;1;Campero;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10591915;A001571342;02/06/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10591915;A001571342;02/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10591916;A001571590;03/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591916;A001571590;03/06/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10591916;A001571590;03/06/2023;2023;3;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10591917;A001570967;02/06/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10591917;A001570967;02/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10591918;A001568738;01/06/2023;2023;1;Microbus;Publico;Pasajeros - Colectivo;TRANSPORTE DE PASAJEROS;;;;;;;;SI;SI;;;SI;;;;;;;;;
10591919;A001571413;01/06/2023;2023;1;Volqueta;Publico;;CARGA;;;SI;;;;SI;;;;;;;;;;;;;;
10591919;A001571413;01/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;;SI;;;;;;;;;;;;;;
10591920;A001571173;01/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;SI;;;;;;;;;;;;
10591920;A001571173;01/06/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;SI;SI;;SI;;;;;;;;;;;;
10591921;A001571228;03/06/2023;2023;1;Automovil;Particular;;LIVIANO;;SI;;;;;;;SI;;;;;;;;;;;;
10591921;A001571228;03/06/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;SI;;;;;;;;;;;;
10591922;A001571182;01/06/2023;2023;1;Buseta;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;SI;;;;SI;;SI;;;SI;;;;
10591923;A001570212;03/06/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;;SI;SI;;;;;;;;;;;;
10591924;A001570793;02/06/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10591924;A001570793;02/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591925;A001570219;02/06/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;;;;;SI;;;;;;;;;;
10591926;A001571567;02/06/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10591926;A001571567;02/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591927;A001570991;01/06/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ALIMENTADOR;;;;;;;;;;;SI;;SI;;SI;;;;;
10591928;A001570910;02/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10591929;A001570870;02/06/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10591929;A001570870;02/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10591930;A001571321;02/06/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10591931;A001570912;03/06/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;;;SI;;SI;;;;;;;;;;
10591932;A001571373;02/06/2023;2023;1;Automovil;Particular;;LIVIANO;;SI;;;;SI;;;;;;;;;;;;;;;
10591932;A001571373;02/06/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;SI;;;;;;;;;;;;;;;
10591933;A001571441;03/06/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10591933;A001571441;03/06/2023;2023;2;Camioneta;Particular;;LIVIANO;;;;;;;;;;;;SI;;SI;;;SI;;;;
10591934;A001570989;03/06/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;;;;;SI;;;;;;;;;;
10591934;A001570989;03/06/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;;;;;SI;;;;;;;;;;
10591935;A001571627;04/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591935;A001571627;04/06/2023;2023;2;Automovil;Sin información;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10591936;A001571227;02/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10591937;A001571641;05/06/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;;;;;;;SI;;;;;;;;
10591938;A001569068;04/06/2023;2023;1;Automovil;Particular;;LIVIANO;;;;SI;;;;;;;;;;;;;;;;;
10591938;A001569068;04/06/2023;2023;2;Camioneta;Particular;;LIVIANO;;;;SI;;;;;;;;;;;;;;;;;
10591939;A001571568;04/06/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;SI;;SI;;;;;;;;;;;;;
10591940;A001571149;04/06/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10591940;A001571149;04/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591941;A001571301;31/05/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;;SI;;;;;;;;;;;;;;
10591941;A001571301;31/05/2023;2023;2;Camion, Furgon;Publico;;CARGA;;;SI;;;;SI;;;;;;;;;;;;;;
10591942;A001571640;04/06/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;SI;;;;;;;;;;;;;;;
10591942;A001571640;04/06/2023;2023;2;Campero;Particular;;LIVIANO;;;;;;SI;;;;;;;;;;;;;;;
10591943;A001569760;03/06/2023;2023;1;Volqueta;Publico;;CARGA;;;SI;;;;;;;;;;;;;;;;;;
10591944;A001570615;04/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;SI;;SI;;;;;;;;;;;;;;
10591945;A001570914;03/06/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10591945;A001570914;03/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591946;A001571445;03/06/2023;2023;1;Camioneta;Publico;;LIVIANO;;;;;;;;SI;;;;;;;;;;;;;
10591947;A001571602;04/06/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;;;;;;;;;;;;SI;;;;;;;;;
10591947;A001571602;04/06/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;;;;;;SI;;;;;;;;;
10591948;A001570997;03/06/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10591948;A001570997;03/06/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10591949;A001571044;03/06/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10591949;A001571044;03/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591950;A001571060;03/06/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;;;;;SI;;;;;;;;;;
10591951;A001571087;03/06/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ALIMENTADOR;SI;;;;;;;SI;;;SI;;SI;;SI;;;;;
10591951;A001571087;03/06/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;SI;;;SI;;SI;;SI;;;;;
10591952;A001570200;04/06/2023;2023;1;Automovil;Publico;Pasajeros - Especial Ocasional;SERVICIO ESPECIAL;;;;;;;;SI;;;SI;;SI;;;;;;;;
10591953;A001571167;02/06/2023;2023;1;Automovil;Particular;;LIVIANO;;SI;;;;SI;;;;;;;;;;;;;;;
10591953;A001571167;02/06/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;SI;;;;;;;;;;;;;;;
10591954;A001571477;04/06/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10591955;A001571480;03/06/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10591955;A001571480;03/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10591956;A001571410;03/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;SI;SI;;;;;;;;;;;;;;
10591956;A001571410;03/06/2023;2023;2;Camioneta;Particular;;LIVIANO;;;;;;SI;SI;;;;;;;;;;;;;;
10591957;A001571613;03/06/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10591958;A001571080;31/05/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10591958;A001571080;31/05/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10591959;A001571637;04/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591960;A001571633;03/06/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10591960;A001571633;03/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10591961;A001571482;03/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;SI;SI;;;;;;;;;;;;;;
10591961;A001571482;03/06/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;SI;SI;;;;;;;;;;;;;;
10591962;A001571411;04/06/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;SI;;;;SI;;SI;;;SI;;;;
10591963;A001570916;03/06/2023;2023;1;Motocicleta;Oficial;;MOTOCICLETA;;;;SI;;;SI;;;;;;;;;;;;;;
10591963;A001570916;03/06/2023;2023;2;Motocarro;Particular;;MOTOCICLETA;;;;SI;;;SI;;;;;;;;;;;;;;
10591964;A001571394;03/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;SI;;;;;SI;;SI;;;;;;;;;;;;
10591964;A001571394;03/06/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;SI;;SI;;;;;;;;;;;;
10591965;A001571310;03/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;SI;;SI;SI;;;;;;;;;;;;;
10591966;A001571619;05/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;SI;;;SI;;;;;;;;;;;;;;
10591967;A001571648;05/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10592707;A001572274;19/06/2023;2023;2;Camioneta;Particular;;LIVIANO;;;;SI;;;;;;;;;;;;;;;;;
10592708;A001571469;20/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10592708;A001571469;20/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10592709;A001571642;22/06/2023;2023;1;Automovil;Sin información;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10592710;A001570501;20/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10592710;A001570501;20/06/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10592711;A001571852;24/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10592711;A001571852;24/06/2023;2023;2;Camioneta;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10592712;A001571446;22/06/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;SI;;;SI;;SI;;;SI;;;;
10592713;A001572513;22/06/2023;2023;1;Automovil;Sin información;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10592713;A001572513;22/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10592714;A001572275;21/06/2023;2023;1;Bicicleta;Sin información;;BICICLETA;;SI;SI;SI;;;;;;;;;;;;;;;;;
10592714;A001572275;21/06/2023;2023;2;Camion, Furgon;Publico;;CARGA;;SI;SI;SI;;;;;;;;;;;;;;;;;
10592715;A001571253;22/06/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;SI;;;SI;SI;SI;SI;;SI;;;;;;;;;;
10592715;A001571253;22/06/2023;2023;2;Automovil;Particular;;LIVIANO;;;SI;;;SI;SI;SI;SI;;SI;;;;;;;;;;
10592715;A001571253;22/06/2023;2023;3;Camion, Furgon;Publico;;CARGA;;;SI;;;SI;SI;SI;SI;;SI;;;;;;;;;;
10592715;A001571253;22/06/2023;2023;4;Automovil;Particular;;LIVIANO;;;SI;;;SI;SI;SI;SI;;SI;;;;;;;;;;
10592715;A001571253;22/06/2023;2023;5;Motocicleta;Particular;;MOTOCICLETA;;;SI;;;SI;SI;SI;SI;;SI;;;;;;;;;;
10592715;A001571253;22/06/2023;2023;6;Automovil;Particular;;LIVIANO;;;SI;;;SI;SI;SI;SI;;SI;;;;;;;;;;
10592716;A001570072;22/06/2023;2023;1;Automovil;Publico;Pasajeros - Individual;TAXI;;;;;;;SI;;;;SI;;;;;;;;;;
10592716;A001570072;22/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;SI;;;;;;;;;;
10592717;A001572188;22/06/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;SI;;;SI;;SI;;;SI;;;;
10592718;A001572439;21/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10592719;A001572327;24/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;SI;;SI;;;;;;;;;;;;;;
10592720;A001571518;24/06/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;BIARTICULADO;;;;;;;SI;;;;SI;;SI;SI;;;;;SI;
10592720;A001571518;24/06/2023;2023;2;Bus;Publico;;TRANSPORTE DE PASAJEROS;BIARTICULADO;;;;;;;SI;;;;SI;;SI;SI;;;;;SI;
10592721;A001571698;22/06/2023;2023;1;Automovil;Particular;;LIVIANO;;;;SI;;;;;;;;;;;;;;;;;
10592721;A001571698;22/06/2023;2023;2;Camioneta;Publico;;LIVIANO;;;;SI;;;;;;;;;;;;;;;;;
10592722;A001572282;22/06/2023;2023;1;Automovil;Particular;;LIVIANO;;;;SI;;;;;SI;;SI;;;;;;;;;;
10592722;A001572282;22/06/2023;2023;2;Automovil;Publico;Pasajeros - Individual;TAXI;;;;SI;;;;;SI;;SI;;;;;;;;;;
10592723;A001572000;22/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10592724;A001572576;24/06/2023;2023;1;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;;;;;;;;;;
10592724;A001572576;24/06/2023;2023;2;Automovil;Sin información;;LIVIANO;;SI;;;;;;;;;;;;;;;;;;;
10592725;A001572510;22/06/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10592725;A001572510;22/06/2023;2023;2;Automovil;Particular;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10592726;A001571083;25/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10592727;A001572559;24/06/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10592727;A001572559;24/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10592728;A001571894;23/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;SI;;;SI;;;;;;;;;;;;;;
10592728;A001571894;23/06/2023;2023;2;Automovil;Particular;;LIVIANO;;;;SI;;;SI;;;;;;;;;;;;;;
10592729;A001572442;24/06/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;SI;;;;;;;;;;SI;;SI;;;SI;;;;
10592729;A001572442;24/06/2023;2023;2;Bicicleta;Sin información;;BICICLETA;;SI;;;;;;;;;;SI;;SI;;;SI;;;;
10592730;A001572314;23/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;;;;;;;;;;
10592730;A001572314;23/06/2023;2023;2;Automovil;Sin información;;LIVIANO;;;;;;;SI;;;;;;;;;;;;;;
10592731;A001572443;25/06/2023;2023;1;Automovil;Particular;;LIVIANO;;;;;;SI;;SI;;;;;;;;;;;;;
10592732;A001572296;23/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;;;;;;;;;;;;;
10592733;A001572499;24/06/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;;;;;;SI;;SI;;;SI;;;;
10592734;A001572248;23/06/2023;2023;1;Automovil;Sin información;;LIVIANO;;;;;;;;;;;;;;;;;;;;;
10592735;A001572446;24/06/2023;2023;1;Bus;Publico;;TRANSPORTE DE PASAJEROS;ZONAL;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10592735;A001572446;24/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;;;;SI;;SI;;;SI;;;;
10592736;A001572210;23/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10592737;A001572205;24/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;SI;SI;;;;;;;;;;;;
10592738;A001571778;24/06/2023;2023;1;Camioneta;Particular;;LIVIANO;;;;;;;SI;;SI;;;;;;;;;;;;
10592738;A001571778;24/06/2023;2023;2;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;;;;;;;;;;;
10592739;A001572438;20/06/2023;2023;1;Motocicleta;Particular;;MOTOCICLETA;;;;;;;SI;;SI;;SI;;;;;;;;;;
